caption,hasil
saat tampil dalam kunjungan persahabatan sma negeri katingan hilir ke smk negeri palangkaraya alhamdulillah acara nya sukses,C
sabar semua butuh proses bukan,C
sabrina aja tau aa nya ini ganteng,I
sadar broo akan tulisan ni klo loe muncak bkn skedar buat gaya an alay,S
sakinah mawaddah warohmah doa yg selalu kupanjatkan,C
sakit dalam perjuangan itu hanya sementara namun jika menyerah rasa sakit itu akan terasa selamanya indonesia ku,C
sakit gigi tidak menghalangi niat untuk bahagiakan istri sedikit refreshing setelah berhari menjalani rutinitas,C
salah satu video rahasia kita pah haha jangan bilang mama yaa nnti dimarahin tp ujung nya ketahuan haha tp liat muka papa seneng banget padahal cuma beli pancingan doang wkwk btw happy birthday pah tua boleh jelek jangan oke,I
salah satu yg istimewa dari jalan kemaren ya ini dapet temen baru yg nyambut pas dateng nemenin nungguin di pantai sampe kita pergi dari yg takut deket sampe terbiasa makan bareng dia dari yg ngusir sampe ngasih makan haha dasar monyet,I
salah shampo deh kayaknya,C
salam dari utk,C
samawa sayangkuh yg tomboy akhirnya ketemua juga sama yg bisa ngatasin tomboy nya kamu,C
sambutan untuk mahasiswa baeu teknik elektronika politeknik negeri cilacap,D
sampai ke atas dong saking penuhnya syahdu ya sholat berjamaah dibawah sinar rembulan,I
sarapan,I
sarapan,I
sari gandum pagi pagi biar gk panik,C
sariayu grup,C
satu babak baru,I
satu dua baca koran besok kita udah lebaran,C
satu dua burung hantu udah membusuk di rumah aku tu,I
satu senyuman bisa membuat beberapa orang tersenyum dan beberapa senyuman itu bisa membuat ratusan orang tersenyum,C
saya agak lupa anak ini tadi nyari apa sejenis pongpongan tapi bukan,I
saya akan memanfaatkan akun ig ini untuk merangkum bukubuku yg saya anggap menarik setiap bab akan dibuat dalam satu halaman maksimal dua halaman temanteman yg sibuk agar tetap bisa membaca biar saya yang kerjaannya gak banyak yg merangkum ini buku yg menarik simpel tapi bagus percakapan dua orang saja antara filsuf dan anak muda bagi yg berminat untuk diskusi bisa coment atau dm mungkin ada materi yg kurang jelas untuk kedepannya yes,C
saya cuma mau nyawang aja,D
saya suka kesempatan dalam kesempitan ini,I
sayang kpn km foto sama ak di sini cepet pulang yaa di sini ak kangen nungguin km,S
sayangnya langit kmaren nalam tk secerah yang d harapkan,D
sebab piknik tidak boleh keteteran,S
sebagai orang tua terlebih sebagai ibu saya juga sedang belajar bagaimana triknya agar tidak rebutan lipstick nanti sama lala ini yang namanya perjuangan aku pasti bisa,C
sebagian besar perkantoran yang selama ini menjalankan kerja dari rumah atau work from home juga akan mulai melakukan penerapan kerja di kantor kembali namun kembali bekerja di kantor saat ini tentu saja berbeda dengan bekerja di kantor seperti kondisi sebelum adanya wabah covid melihat pemandangan,C
sebagian dari buku baru,C
sebelum ini kita nyasar nyasar dulu haha,I
sebelum seminar selfie dlu pancen ibu,I
sebelum sholat jumat,C
sebelum tdur upload dlu hihihi,I
sebelum tidur mari baca al kahfi nya duluuu yang sedang menghafal kesempatan buat murajaah,C
sebenere malu tapi yaudah gimana lagi,I
sebentar balik ke lapanbelas suasana jalan raya waktu adha suka,I
seberat apapun harimu jangan pernah biarkan seseorang membuatmu merasa bahwa kamu tak pantas mendapat apa yang kamu inginkan,C
sedih itu ketika pasti gak bisa foto kayak gini bareng mereka karena habis takbiran pasti sung gas k madiun kluwer,C
sedikit demi sedikit asal konsisten,C
see you again x cagak nagreg masih inget kan scene fenomenal ff nah sekarang udah ada filternya divideo ini ff sedang syuting di cagak nagreg kalo orang bandung sekitarnya yang suka ke tasik garut pasti tau jalan ini temen kalian yang sering lewat sini,I
sego pecel rasa puncak,D
sehari semalam menjadi putri mba ir,S
sehat terus ya nak harus jdi anak yg kuat,I
sehidup sesyurgaa,S
seiring besi berkarat cahaya memudar waktu terus berjalan,C
sejauh apapun kalian pergi sebanyak apapun kalian mendapat teman baru teman dekat tetapi aku yakin di hati kecil kalian pasti merindukan kebersamaan seperti ini pesan mba jangan pernah sedikitpun melupakan orang yang pernah berjuang bersama kalian iringi langkah kalian dengan ilmu agama ya sayang,C
sejenak melepas rindu semua kelihatan bahagia saat masih bisa berkumpul walaupun cuma segini tapi alhamdulillah kami semua masih bisa di pertemukan sampai jumpa dilain waktu kawan mudah mudahan bisa bikin acara kaya gini lagi,C
sekali sekali foto bareng adek,C
sekalisekali upload yg cantik lah yaa make up an dikit kek hahahaha,I
sekali akur lah sama ni anak gak pada julid ok,D
sekalikali bw,D
sekedar mengingatkan mati bisa kapan aja saat kebelet pun bisa mati judul sering ghibah di toilet seorang wanita mati kelilipan petir saat kebelet buat cerita azab versi lo sendiri ya dan kasih judul yang absurd juga,C
selalu dapet kabut kalo kesini,C
selalu setiap malam <,D
selama corona sawah adalah salah satu tempat yg cocok untuk berfoto,I
selamat bertambah umur orang paling baik panjang umur sehat selalu semakin lancar rejekinya diberi kemudahan dalam segala hal apapun yg di inginkan dan yg paling penting semoga langgeng sama bg javar sampe kakek nenek nnti aamiinnnnnn,S
selamat bertambah umur syanteeknya akuuu,I
selamat datang atau selamat jalan ini baru titik awal perjalanan masih jauh tak akan pernah ku hentikan langkahku yang sudah ku mulai ini,C
selamat hari ayah,C
selamat hari raya idhul fitri semua,S
selamat hari raya idul fitri h,C
selamat jalan,C
selamat lebaran h,C
selamat malam yuk diorder vexelnya vexel itu apa ini nih yang wajahnya jadi versi kartun bisa order wpap juga lo sablon di baju juga boleh yang berminat boleh pm atau wa di to untuk orderannya ditunggu orderan selanjutnya,C
selamat natal kalian semua dan semangat melayani untuk tuhan,C
selamat natal untukmu yang tersayang terus bersama untuk kita yang lebih baik ya sayangku tuhan memberkati,S
selamat natal dari perantauan yang gak pulang kampung,C
selamat pagi eh selamat malaaam sehari semalam bersama gamaliel liat aja mukanya kusemkusem semua,S
selamat pagi apakah hidupmu masih berkelokkelok,D
selamat pagi,C
selesai sudah uas p sistem kendali,C
selfie dlu twins,I
selfie of the day thanx for giving,I
selingan saat udah mulai jenuh ngorekorek soal kalkulus,C
semakin cerdas manusia semakin susah diatur jangan sampai,I
semangat berkarya yok,S
semangat besok gajian walaupun dihadang ihan,C
semangat pagi sehat berkah sukses selalu kasep mungkin hari ini terakhir kali kami mendengar sapaan khas beliau dikarenakan esok beliau sudah tidak bekerja di menara ini atas kebijakan dari perusahaan jazakallah khair pak khoirudin sukses sukses selalu,I
semangat rabu jangan lama lama tanggal nya yaaa,C
semangatku kebanggaanku sumber kebahagiaanku lovelovelove,S
semarang,S
sembari menikmati dini hari masak sahur di gunung prau di temenin bintang sama bulan sabit bisa lebih menikmati suasana tenteram di gunung prau yang lagi sepi pengunjung di saat momen puasa seperti ini calm and beauty,C
sementara harus kerja dari rumah dulu cari tempat yang nyaman untuk tetap produktif bekerja misalnya seperti duduk di depan rumah sambil lihat padi di sawah,I
semesta punya banyak cara untuk buat kita bahagia,S
semifinal all england open,D
seminyak telon cap tiga anak wangine wangi bayi,C
semoga ada cinta sekuat habibie,D
semoga desiran angin senja ini membawa rindu sampai ke tujuannya,C
semoga istiqomah,C
semoga sampai tua semoga selamanya,C
semoga selalu berprestasi ya nak,I
semoga selalu dalam lindungan allah selalu di beri kesehatan kemudan serta kelancaran dan kehalalan amiin,C
semua hilang,D
semua orang hanya tau saat aku tersenyum tanpa ada masalah tapi kalian tau apa yang sebenarnya aku sembunyikan dengan senyuman itu,C
semua terekam tak pernah mati,S
senam dlu sebelum berenang,S
senandung pagi di saat matahari mengintip dari kejauhan sinarnya menyelimuti awan bak deluxe single bed bintang niat berjumpa denganmu walau wajah tak bertatap ataupun ingin satu atap apalah asap yang keluar dari mulut kalau berbicara saja tidak a s a p terima kasih kamu semoga ada kabar yang membawa cerita menyenangkan esok,C
senang punya teman yang hidup dengan kesederhanaan v,I
sendiri,C
sendirian aja sis nunggu siapa nunggu kepastian jeng ga datang xb,I
sengaja di tengah pintu biar kamu ga bisa masuk,I
senja di kala itu,I
senja adalah waktu perantara terang dan petang tuhan tidak memberikan banyak waktu untuk senja karena senja adalah pengingat malam kan datang dan waktunya pulang,I
senyum lebar jonesss,C
senyumin aja,S
seperti ini,I
seperti ini,I
serasa jadi tante tante sosialita,D
sering kali apa yang kita takutkan belum tentu terjadi ketakutan kita membatasi gerak langkah untuk terus mencoba maju apakah ketakutan bisa merubah siuasi menjadi lebih baik belajar percaya dan tetap tenang walau kadang takut itu muncul hanya lewat sebentar rasanya,I
sering kali ku berfikir apa jadinya kita tanpa persahabatan,C
serupa tapi tak sama,I
sesekali coba keluar dari dinding metropolis kuta belakang discovery,C
setahun lebih sudah kita bersama,C
setelah loyang brownies apel strudel super jumbo dan juga cracking donat beberapa waktu lalu sore ini dibikinin pasta carbonara creamy sauce dengan bumbu cinta super lezat oleh bumil cantik jazakillah khair calon bundanya anak anakuuuuh,C
setelah tahun nunggu juara akhir nya anak moyet juara juga hahaha selamat aang hindrawan yang juara,C
setelah berabad abad gak ketemu akhir nya ketemu juga sampek lupa nama dan rupa,I
setelah kangen sm suasana gunung sekarang tinggal pantai ujung nya cuma bisa duduk manis di deket kali samping rumah sambil liatin foto pantai,I
setiap kegagalan membawa satu benih kesuksesan xa,S
setiap orang mempunyai kesalahan besar di hidupnya tapi tuhan selalu memberikan kesempatan kedua untuk berubah menjadi lebih baik kenapa kita yang manusia susah memberikan kesempatan kedua untuk sesama manusia,C
setiap perjalanan akan memiliki ceritanya masingmasing setiap cerita tak ada yg tak dituliskan oleh tuhan dalam lauhul mahfudznya sekecil apapun itu tugas kita sebagai manusia hanyalah bersujud dan bersyukur mampukah kita taken,C
setiap pertemuan pasti ada perpisahan groufie dulu buat kenangan,C
setiap tempat mempunyai cerita masingmasing termasuk di sini rumah tua,C
setidaknya bisa membuat merasa sedikit enakan,C
setidaknya bisa merasakan liburan sehari saja sudah cukup,C
setinggi langit sedalam samudra setelah sulit pasti ada bahagia taken,S
shakila n k gayanya,S
si ganteng dan si cantik ga terima sini komen,C
si kecil selalu ikut ga mau kalah sama emaknya icha,D
siapsiap kena sensor ini pohon kelapa mau bayar uang kos dan regis kalo pulang ke bali,C
sidang thesis januari,C
sini duduk disebelah ku,I
skensacoustic,S
slimming tea roti gandum bakar hanya sebuah pencitraan,I
sobat oke banget oke meskipun mereka bau dan gak pernah gosok gigi,C
solid terus wan kawan take by,I
sore di alun bandung,C
sorenya bareng dede naura,C
soto wonosari,S
squad bontang full team pulau beras basah perjalanan dari darat menggunakan kapal kurang lebih satu jam untuk sampai ke pulau beras basah pulau kecil nan mungil tapi indah bisa dikelilingi dengan berjalan kaki kurang lebih setengah jam disini kita bisa bermain bana boat spead boat dan boat boat lainyya kalau hari libur dalam perjalanan kita jumpai patung merlion pabrik pt badak kilang minyak pertamina dan biawak yang sedang mencari jodoh berenang sendirian di tengah laut juli,I
squad,I
story of us,I
suara milik bersama wohoo,I
sudah siang saatnya menghela napas lalu berkata panas banget ya amplop,C
sudahkah alamat kode pos ditulis lengkap,D
sudahkah kita mengenakan kaos kaki keluar rumah selalu ada yang bertanya begini ke saya mbak ribet banget si setiap keluar selalu pake kaos kaki dulu lama sempat bingung jawabnya kalau dijwab dear kaki cantikmu juga aurat loh hmmmm takutnya salah jawab saya cuma bisa jawab biar terlindung dari sengatan matahari cinta nanti belang pake aja kaos kaki biar ga jadi belang biar tetep syantiiiiik naaaah spontan dia liat kakinya eh bener juga sambil liat liatin kakinya tanpa saya meminta keesokan harinya dia sudah pkai kaos kaki dengan motif unyu unyunya alhamdulillah cintaa kaki cantikmu juga aurat lo sama seperti bagian tubuh yang lainnya kaarena seluruh tubuh wanita adalah aurat jadi harus ditutup dengan sempurna biasanya kita paling malas banget pake kaos kaki ketika mau membeli sesuatu di dekat rumah bener apa bener iya memang tapi apa boleh buat kalau yang datang kerumah bukan mahram aja kita juga hrus menutup aurat secara full masa keluar rumah ngga dipake yaa kaos kaki nya biar makin cantik,C
sunday,C
sunday morning in soedirman,D
sungguh menyenangkan ketika aku lupa semua tanggal ulang tahun termasuk ulang tahunku sendiri untuk mengetahui bahwa seseorang mengingatku untuk menghargai setiap kehidupan selalu bersyukur apa yang telah kita lakukan semakin banyak kita bersyukur semakin banyak hal dalam hidup untuk dirayakan tuhan memberikan hadiah berupa kehidupan terserah kita memberi hadiah untuk diri sendiri hidup yang baik bertambah tua itu pasti tapi dewasa itu pilihan berusaha dan berdoa memohon sebuah harapan semoga kelak engkau berikan terimakasih untuk keluarga sahabat teman yang udah kasih doa dan minta traktiran,C
sunset di tanah anarki,I
suntikan semangat hari ini,I
sunyi sepi sejenak menepi,C
sweet heart you are more than we ever expected and better than we ever imagined,D
tahun llu lek,S
tak ada tempat yang lebih indah untuk berlari selain alam,I
tak sawang sawang kowe ganteng tenan,C
takan tergantikan,S
taken lupa ternyata taken,S
taman sari ngayogyakarta hadiningrat,C
tarek mas,D
tarik lebih dalam hembuskan perlahan,I
tatap mata saya tatap mata saya dalam hitungan ke kamu akan jatuh dalam pelukan saya iyaa kamu,C
team baru,C
team kompor,C
team rusuh,S
team sariayu,C
telatpost saya beruntung bertemu kalian informatika,S
teman sambat skripsi,C
teman sekaligus guru q wkwkwk,I
teman teman asc kalteng kategori web desain,C
teman yang asikk,I
teman yg pas disaat hujannn yeayy,C
temanggung sore ini,D
temen baru tiap pagi,C
temen sarapan pagi ini minjem sih babe sendiri masa gaboleh wkwkkwk,I
temen sedari kecil,C
temen tidur,C
tempat nongkrong kami memang tempat biasa tapi ada satu hal yang tak semua orang bisa memilikinya yaitu kenangan termanis yang pernah kami alami dan dapat kami ingat bersama sama,I
tempat terasik di pagi hari sambil ngeliat luasnya waduk gajah mungkur dari pinggir jalan,S
tentangmu semoga jadi ilmu yang bermanfaat jadi lebih baik,D
ter,S
terakhir kumpulkumpul bareng sambil nunggu pengumuman libur karena corona awalnya excited ternyata terlalu lama,I
terbanglah sang naga,C
terharu liat begitu banyaaak umat muslim dari berbagai daerah berkumpul jadi satu di,C
terima kasih semester,C
terimakaaasih sudah maen ke jogja,S
terimakasih banyak terutama pak agung dan pak legowo sudah mau menjadi narasumber saya dan diberi kesempatan untuk bisa datang di kantor gubernur bidang layanan teknologi informatika dan juga ngobrol mengenai pelayanan wifi gratis jogja istimewa banyak masyakarat ataupun wisatawan yang belum tau bahwa di jogja sudah ada layanan wifi gratis yang diberikan oleh diskominfo diy mungkin memang belum keseluruhan wilayah bisa dijangkau dan akses layanan wifi jogja istimewa ini tapi sudah banyak ruang terbuka publik seperti contohnya malioboro kalian bisa loh pakai layanan wifi gratis jogja istimewa ini caranya kalian tinggal hubungkan wifi jogja istimewa setelah itu masuk ke alamat web dan klik lanjutkan udah deh langsung bisa pakai sepuas kalian pastikan gunakan layanan free wifi ini untuk hal yang positif ya tementemen,I
terimakasih banyak untuk semua doanya with selamat tambah tua mbak raisa cantikkk semoga tambah sukses tambah semua yang baikbaik pokoknya muaaaaaaaaahh cepetcepet skripsi ya mba maaf td gk bisa ikut dateng acaranya huhu baru ada kuota huu muaaaah,C
terimakasih banyak udah bantuin ngamen kali ini semoga gak kapok ya,D
terimakasih lelakiku semoga menjadi imam yang baik untuk keluarga ini menjadi pria yg selalu sabar menjadi seorang pribadi yg lebih baik dalam segala hal,S
terimakasih tuhan kami telah dibangunkan pagi ini dan menikmati indahnya matahari,C
terimakasih ya adek adek buat kemaren,I
terimakasih ya allah atas karunia anak lakilaki yg sehat dan sempurna kepada kami mei dev shakeel al qarizh bb kg tb cm makasih buat onty mama onty onty yg udah jenguk kemarin kasih kado,I
terjebak diantara dua pasangan,S
terkadang hal terbaik terjadi secara kebetulan bukan karena perencanaan lokasi tebing breksi #,I
terkadang kamu berusaha menghindari sesuatu bukan berarti kamu membencinya kamu menginginkannya tapi kamu tahu bahwa itu salah,I
terlalu manis untuk dilupakan,D
terlihat bahagia sekali kita sis,C
terrrsayangkuhh,S
tersenyum lah dengan jari,C
tersisa kita ditahun ini happy eid mubarak,S
tertawalah bersama sahabat karena hidupmu tidak harus selalu tentang pacar terimakasih buat late surprisenya terimakasih buat bahagia bahagia yang tercipta malam ini ciwiciwiku semoga kita tetep bisa sama sama terus bahagia terus sampai maut memisahkan personil kurang lengkap nih ayok kapan pulkumpul bareng lagi,C
teruntuk orang orang yang niat nyuri helm,C
tetao semangat meraih kemeangan hut ri ke,I
tetap ikhlas menerangi walau blackout sedang dialami,C
tetap konpak ya,D
tetap menjadi candu bagi semua kaum indahmu nyamanmu segalanya adonara,S
tetap pantau pergerakannya jangan sampai lengah dan terus berhati hati dalam melangkah prambanan,C
tetap selow santai bentar lg liburan datang,I
tetep ceria,C
thank you,D
thank you all,D
thank you let s go there again someday,C
thankiss hello kitty melati harum mewangi sepanjang hari yg menghiasi penutup hari ini ailovyuuuu,D
thanks allah,I
thanks mom love you,I
throwback ceritanya lagi liat bidadari lewat haha,C
tiap beli sunlight pasti selalu ada tulisan sobek disini padahal piring kotor dirumah semua apa bener kalo nyobek diwarungnya bakal dibantuin nyuci piring sama yg punya warung hmm mm mmm tetep auto singing,C
tibatiba saja di kelimutu,C
tidak ada kesamaan lain diantara kami selain samasama wanita lahir ditahun yang berbeda besar di keluarga berbeda kesukaan dan sifat yang juga berbeda tapi satu alasan yang membuat kita sama kita adalah teman teman yang merasakan sakit dan kebahagiaan yang sama,C
tidak ada orang paling menderita melebihi orang yang tumbuh tidak menjadi dirinya sendiri tumbuh tidak menjadi jasadnya sendiri dan tidak menjadi pikirannya sendiri angelo battero,C
tidak ada yang dapat mendewasakan seseorang lebih cepat daripada menjadi orang tua,C
tim cewe eh ada lakinya ding latepos,S
tinggal kenangan lalu,C
today,I
together,S
tolong bilangin sama masmas yg pakai kacamata aku love banget sama dia terus lipstick wardah aku yang nomer abis dah gitu aja,C
training motivasi se jawatengah martha tilaar group,C
transisi,D
tunggu aku di puncak,I
tunjukkan aku cara mencintaimu dengan baik dan benar akan aku tunjukkan pula bagaimana caranya bahagia,C
twins dah bisa menghafal pancasila,I
twins dulu en sekarang,C
twins ku,I
twins lg exion,I
twins foto bersama dipaud,I
twins seneng bnget pake seragam olah raga,C
twins,I
twins asyik bermain,I
twins bangun tidur langsung nyanyi garuda pancasila,S
twins en tanci,I
twins hbs mandi sore,S
twins lg bergaya,I
twins lg kondangan,C
twins lg naik kereta,C
twins rebutan makan sriping pisang asyiik bnget ya,C
twins,I
twins mandi bareng,I
twins,I
twins,I
twins foto bareng upin ipin,I
twins bergaya di hal baldes meri,D
twinss seneng bnget dpt seragam paud,I
twuns seneng bnget makan es cream,C
ubah kebencian menjadi kekuatan menjadi prestasi yang akan membuat mereka yang membencimu menyesali sikapnya,C
udah pada gede ya twins,C
udah pada kangen belom hehe,C
udu babeku v ndesedition,S
unduh mantu agustus bukan sekedar sahabat tetapi sudah menjadi saudara sahabatan kalo dihitung kurang lebih tahun umur dimana kalo dibandingkan anak seusia itu seperti anak smp dimana umur persahabatan yg dulu masih bermain mulai beranjak dewasa dan mempunyai target yang berbeda beda sukses buat kita semua,C
untuk kesekian kalinya di tinggal mamsky papsky holiday dan aku cuma suruh jaga rumah oke fine happy holiday mamsky papsky have fun,I
vit sea,S
wa suka heran ma anak jaman sekarang napa pas ujan yang di inget kenangan bukannya jemuran hmm,C
waktu ituu repost ya foto udah jaman kapan ini haha,C
waktu masih kuruss d,C
waktu membantu memahami segalanya,C
walopun gak dapet doorprize setidaknya dapet sehat,C
wanita lebih suka mengabdi pada kekinian dan gentar pada ketuaan pramoedya ananta toer bumi manusia,D
warnanya suka bngt,C
we are young we run free,I
we read to know we are not alone taken,S
weekend di kaligua,D
welcome party rmasuk semoga tahun kedepan keluar juga baru semangat baru,C
where are you,S
wisuda its,C
working and touring,I
ya seperti itu,I
yakin nih ga baper liatnya di hari spesial kalian kaya gini rias pengantin,C
yakum fams,I
yakum sister,C
yang bikin kangen itu perjalanan nya bukan puncak nya akar argopiloso,I
yang cantik ada yang sok cantik banyak yang sok ganteng apalagi sok manis lebih banyak yang penting kita ngga muna,S
yang kanan dah punya suami yang kiri dah punya anak dan besok pengen makan bakso,C
yang katanya wanita terbentuk dari tulang rusuk lakilaki,I
yang suka ngilang dapet salam dari diriku yang suka rindu ini aseek sendirian tapi romantis kan,S
yang tadi gak ada om biel,C
yang tak kau jadikan rusuk jangan kau jadikan rusak,D
yaudah iyaa,S
yg gak penting mah sekarang harus di hempas kan,C
yg ter,S
yogyakarta meninggalkanmu takkan pernah mudah,S
yomans crew,C
you are my everything,S
zuzur pengen banget deh malem minggu kek gini ke warmindo or burjo gitu jadi inget postingan ini deh spesial nostalgia jaman magang kemarin,C
semua orang akan datang ketika kamu memiliki segalanya,I
berusaha untuk mencoba,I
senja jadi kenangan,C
gini amat buat konten wkwkwk,C
dilarang mencintai yang lain cintai aku saja hahaha putri halu,D
pergi hilang danlupakan,C
angan lupa senyum buat hari ini yah,C
jarak mengajarkanku untuk kuat meski rindu membuatku sekarat,S
terkadang apa yang kita sia siakan dan abaikan adalah sesuatu hal yang orang lain cita citakan dan impikan,C
